tweet_id,author_id,inbound,text,response_tweet_id,in_response_to_tweet_id,thread_id,amazon_response
1156249,391986,True,"@AmazonHelp Évidemment ! Et ils ont d'abord envoyé un second produit. Et quand j'ai réclamé ""juste l'adaptateur à 6€"", ben on m'a répondu à côté. 1/2",1156250,1156247,1156246,"@391986 Bonsoir, afin que je puisse vérifier votre dossier de près veuillez remplir le formulaire sur ce lien:  ^BR"
1137267,387902,True,So @115830 dropped a parcel off with us for a neighbour about 10 houses away last week. They’re not collecting and not answering door. 😩,1137265,,1137267,@387902 Is there any phone number on the parcel?^CD
1131240,386597,True,@AmazonHelp There’s the usual button - did I solve your problem but no point in pressing that because it isn’t solved. Has been better recently but now😫,1131241,1131239,1131234,@386597 Hi Ginny. You can select that your issue was not resolved and leave feedback that way. ^DC
1166760,197670,True,@123813 Cuando lanzaran alguna App para Roku TV en México????,1166759,,1166760,"@197670 En el momento no contamos con esta información, puedes estar pendiente de nuestra página web para más novedades. ^DA"
1095178,378438,True,@115850  @115821 I just want my fidget cube 😩,1095177,,1095178,@378438 Please let u know if you've already ordered one from us? ^GS
115818,141789,True,Comprei meus livros na segunda e já chegaram. Como não amar a @117086 💕,115817,,115818,"@141789 Olá, Amanda! Conte para nós, quais livros você comprou?. ❤️📚❤️  ^NB"
1153792,391459,True,"Hola, @116928: ¿Me podéis explicar esto de que el envío que esperaba lo recibió ayer ""Felpudo""?",1153788,,1153792,"@391459 Hola Javi, lamento lo sucedido. ¿Has podido hablar con el transportista directamente sobre esta entrega? ^LG"
1022541,361962,True,@115821 whyyyyyyy did you say you delivered my package an hour ago and it still isn’t here????!???????????????????????,1022539,,1022541,@361962 I'm sorry you don't have your package! Here's a link to our Help page for situations like this:  ^BV
1156190,391978,True,@AmazonHelp Pero llevaba el día en casa sin salir esperándolo jeje,1156192,1156189,1156188,"@391978 Claro, comprendemos, Daviss, y lamentamos el atraso. Por favor mantennos al tanto de la entrega de tu pedido. ^LG"
1001973,357178,True,WOW 3rd package lost by @115821 this month. Bravo 👏🏻 thanks for nothing 👏🏻👏🏻👏🏻👏🏻,1001972,,1001973,"@357178 Sorry about this, Kate! We're here to help. Who does the tracking indicate as the carrier for delivery? ^VB"
1146911,389934,True,Quelqu'un si connaît un peu sur Amazon s'il vous plaît ?  😦 j'ai besoin d'un renseignement  #amazon @120533 @AmazonHelp,1146910,,1146911,"@389934 Bonjour, comment pourrai-je vous aider ?^AR"
1086758,376340,True,"Liebes @AmazonHelp Team

Wenn diese von Thunderbird als Junk eingestufte Mail von Amazon Security ist, dann fresse ich einen Besen 😬😁😂😂😂","1086757,1086759",,1086758,"@376340 Am Besen kommst du vorbei, Thunderbird 😆 - Danke, sehr aufmerksam."
1080632,374920,True,密林で初めて詐欺られたかも,1080631,,1080632,"@374920 ご迷惑をおかけしております。出品者の販売商品に問題があった状況でしょうか？
お手数ですが出品者に直接お問い合わせいただき、問題が解決しない場合はマーケットプレイスの申請条件をご確認のうえお手続きください。　MH"
1004663,357794,True,"@115850 @AmazonHelp @115821 @15704 This is the product link
  
 
( This product can’t delivered to your place 600039 - pin code ) 

 Will I get this product to my home (Chennai) please tell me? I’m ready to pay 59$ if it delivers to my home. Help me",1004662,,1004663,@357794 I understand your concern regarding the product. I kindly request you to reach out to the support team of our partner site here:  via chat or email. They'd be glad to assist you with this. ^BV
1064801,169188,True,@117804 A importância de ser prudente,1387275,1064798,1064798,"@169188 Olá Herica, nós conta, o que você mais gosta de A importância de ser prudente? ^DA"
1104587,380659,True,@115830 why has £7.99 taken out off my account AMAZON UK PRIME   LU. not a prime customer,1104583,,1104587,"@380659 Oh no, Sue! I am so sorry about this! You can see how to cancel your prime membership here:  ^BE"
1152632,391227,True,"@AmazonHelp Y por otro lado he comprado un producto en preventa con prime que aún no se le conoce fecha de entrega, pero que puedo comprar en stock...",1152638,1152628,1152618,@391227 ¿A la hora de comprar el articulo verificaste si el producto estaba disponible en el momento? ^MB
1055258,369337,True,@AmazonHelp It just tells me it’s not available in the country I’m in.,1055255,1055261,1055262,"@369337 Ok, we need to look at your account. Can you contact us here:  ^MC"
1152528,391218,True,"@AmazonHelp Non mais sur le principe, je comprends pas pourquoi mes achats sont envoyés en Colissimo 24h alors que je suis abonné Premium.",1152529,1152527,1152526,@391218 Le choix du transporteur ne dépend pas du Prime mais plusieurs autres critères l'objectif c'est être livré à temps. ^BR
1119133,384053,True,"@AmazonHelp Estimate date doesn't mean that you will keep my product in my city for a 15 days..

Does it sounds logical??

Use your humor sir..🧐🧐🧐🧐",1119135,1119131,1119134,"@384053 Delivery estimates are given considering a lot of factors, Harsh. Please wait till the delivery date. ^JC"
1082392,375317,True,"@AmazonHelp I definitely was already there but I appreciate the effort you’ve gone through to send me this link. It’s ok, I got this xoxo",1082394,1082391,1082393,"@375317 Any time, please let us know if you have any questions or need assistance! 😊 ^DW"
1055233,369334,True,"@AmazonHelp 😡😡 second time in 4 days, I’m in the house and can confirm this item hasn’t been delivered, help!",1055231,,1055233,@369334 Oh no! Are you seeing recurring issues with the same courier:  Let us know! We're here to help! ^KN
1012793,136847,True,@AmazonHelp Tentar aqui.☺️,1012794,1012792,1012791,"@136847 Caso precisar de mais ajuda, contate de novo. ^MB"
1097359,378944,True,Amazonで頼んだ荷物が噂のデリバリープロパイダで届くらしいんてすけど、すでに2時間半遅延してるし連絡はないし、サイトもお届け情報更新されなくて今日届くかも不安なんだけど、ここまでくると楽しくなってくる,1097358,,1097359,@378944 ご迷惑をおかけしております。配送業者へご確認いただきましても解決に至らない場合には、お手数ですがAmazonカスタマーサービスへお問い合わせください。 どうぞよろしくお願いいたします。SK
1112096,382461,True,@AmazonHelp Now I find a tag in the mailbox that they couldn’t deliver. I was home. They didn’t try. :-(,"1112099,1112100",1112095,1112098,@382461 (2/2) carrier feedback. Please reach us by phone or chat here:  ^MV
113735,141263,True,"@AmazonHelp This is what it says now, I'm not happy as I was excited to receive this today 😣",113734,113736,113738,@141263 Oh no! I'm sorry for the delay with your order. Please reach us here:  for available options if your order doesn't arrive by Tuesday. ^EZ
1176293,377585,True,@AmazonHelp Lmao become a prime member ...uhh I am since I’m signed into the app.,1176295,1176292,1176294,@377585 We'd like to look into this with you real time. Please contact us ivia phone or chat here:  ^AJ
1053584,368946,True,@AmazonHelp Just received a text saying it will be delivered on Wednesday. How’s that possible? Earlier it said it should be delivered today!!!,1053586,1053583,1053581,@368946 Often times late packages arrive the following business day! Please let us know if you don't receive it by tomorrow! ^ME
1022540,361962,True,@AmazonHelp That link supplies Literally no help and still the package isn’t here. Thanks,1022542,1022539,1022541,@361962 Orders like this typically arrive by the next business day. Please let us know if you don't have it by tomorrow. ^CL
1064588,371342,True,"Hello @AmazonHelp , this email is yours or it is a virus? __email__ 
Thank you 😁",1064587,,1064588,"@371342 Hi, it doesn't look genuine. You can find ore help here;  ^BM"
1112584,382580,True,Hi @AmazonHelp I am still getting these weird emails after someone stole my password 😳,1112583,,1112584,"@382580 Hi, sorry about that. Please check here for help how to urn it off:  ^AT"
1046108,367294,True,"@AmazonHelp Non compare, se sono su .com c'e ma appena vado su .it non c'è più…",1046109,1046107,1046100,@367294 Se hai sottoscritto Prime su  non puoi utilizzarlo anche su Amazon.it perchè sono siti diversi. ^FS
1076280,373964,True,@373965 @115821 Ugh they’re blowing it I just got an email saying driver didn’t have gate access...um there is no gate?,1076278,1076282,1076282,@373964 I'm so sorry for the frustration! Who is the carrier for the order? ^DD
1125124,385296,True,"@115850 you always continue to gain my reliability and I am highly impressed with the service, within couple of hours of pick up of the return product, am refunded. You r truly consumer centric😎😎😎",1125123,,1125124,@385296 Thanks man :) That calls for a ........ ;) Have an awesome weekend! :P ^AP
1165341,394106,True,@115825 Musste letztens bei ner anderen bayrischen Serie deutsche Untertitel anschalten 😅Mal sehen.,1165340,1165342,1165345,"@394106 Jetzt hast du ja ein bißchen Zeit, es mal ohne zu versuchen. Bei Fragen kannst dich gern melden, wir haben Profis im Team 🤠 ^AS"
1007008,358298,True,@358299 @115821 I just received the Polaroid paper...and I just figured that it’s the wrong kind of paper for my camera 😭😭😭 How can I return it?,1007007,1007009,1007012,"@358298 For details on setting up a gift return, please click here:  ^AD"
1076267,373961,True,"なんか、ガラケーに、Amazonからメールが来たんですけど…
Amazon使ってないんです😭
どうしたらいいですか？",1076265,,1076267,@373961 これはAmazonからのメールではありません。当サイトを装ったメールを利用してお客様の情報を不正に取得しようとする悪質な詐欺が発生しています。このような身に覚えのないメールは無視していただき、返信・電話連絡等をいただかないようご注意ください。　MH
1041744,366362,True,"Socorro, preciso me manter BEM longe da @117086 nessa Black Friday, nem começou e já comprei 5 livros ontem.",1041743,,1041744,"@366362 Olá, Siddharta. É difícil se resistir, não é? Me diga, que livros você comprou? 🤔 ^CR"
1010361,359076,True,@AmazonHelp Yup thanks 👍,1010363,1010360,1010362,@359076 You're most welcome. ^CB
1015609,360295,True,"@AmazonHelp pero siguiendo sus factores:sí estaba disponible,envío a 2días y ya he comprado bastantes productos y siempre me han llegado a tiempo.",1015610,1015605,1015606,"@360295 Entiendo, para más información puedes consultar con nuestro Servicio al Cliente:  . ^MB"
1076380,373980,True,@AmazonHelp Pero es el crédito que disteis con la promoción de prime video. No es un código en si.,1076382,1076379,1076381,"@373980 Funciona de la misma manera, una vez aplicado no puede ser utilizado nuevamente. ^KS"
1094259,378270,True,"Brought many products from #Amazon recently. All were fine &amp; delivery on time. Amazon Pay balance is also 👌.
Thanks #AmazonIndia 
@115850",1094258,,1094259,"@378270 Glad to know like our services, Soumya. Thank you for the kind words. ^SV"
1160399,393009,True,"@117086 Queria pagar em boleto ou mesmo débito, mas só recebo respostas automáticas. Vou repensar todas as compras que faria nessa loja.",1160396,1160403,1160404,@393009 Olá Rafael! Qual foi a resposta fornecida pelo SAC? ^HC
1135041,387412,True,@AmazonHelp where’s my WWII? Ordered it back in April and it hasn’t come👏🏼 and @ATVIAssist your bonus codes dont work that got sent by email,1135039,,1135041,@387412 You can find the delivery date and most recent order/tracking details here:  ^LI
1108240,638002,True,@138673 @115850 Expected delivery today .. status showing surprisingly not shipped yet but arriving today.When???👎,2176451,1108234,1108234,@638002 That's strange! Kindly connect with us here:  and we'll look into it. ^PB
1074622,373550,True,げ、いつの間にかAmazonプライム会員になっていた。いつだよ,"1074621,1074623",,1074622,@373550 以前のお買い物の際などにAmazonプライムの無料体験をご利用されておりませんでしたでしょうか？Amazonプライムは自動更新設定をオフにした場合を除き、無料体験期間終了後に有料会員へ移行します。SK
1064854,340209,True,@115830 can i buy another amazonfire stick to use on the same accoun?? kids arguing over who’s using it 🙄 #1NotEnough #Amazon #Love,1064852,,1064854,@340209 Hey Claire- Yup you can. Good idea to keep the kiddies quiet! :) ;) ^NV
1041116,366247,True,@116928 @80 @130687 Estáis poniendo muy difícil el que vuelva a reservar algo con vosotros para que llegue el día de salida. Ya van dos veces seguidas.,1041115,1041117,1041118,@366247 Lamento el inconveniente. ¿Has intentado hablar con la empresa de transportes sobre esta entrega? ^VL
113768,141269,True,@115830 @AmazonHelp Can I ask why my Echo with free delivery adds £3+ delivery when placed in the cart?,113767,,113768,@141269 I'm sorry free shipping isn't being applied to your order! We'd like a chance to look into this with you via phone or chat. Please visit us here:  ^WT
1115009,367185,True,"@120533 quand un colis revient chez vous suite à l'incompétence d'un livreur @132988, peut-on le récupérer? Ou on peut lui dire adieu?",1115007,,1115009,"@367185 Bonjour, désolé pour cela. Pour tout colis retourné, le remboursement est émis de manière automatique à réception du retour.
^ARC"
105246,139242,True,Thanks @AmazonHelp for delivering my package so securely. I only live facing a busy road in East London 🤷‍♂️,"105245,105247",,105246,"@139242 So sorry about this, Steph! Just to confirm, are your unattended delivery preferences up to date? If not, you can update them by following the steps here:  ^JY"
1066665,371613,True,@115821 have started delivering items with out packaging and it’s writing in the description!!!!!!!!!!!!,1066662,,1066665,@371613 Sounds like our Frustration-Free Packaging! You can learn more about it here:  ^ME
1173909,396110,True,"@AmazonHelp hi, you've cancelled and refunded my order of £16.15 without asking me. To reorder will cost me £20.48 - bit of a piss take no 🤔",1173908,,1173909,"@396110 I'm sorry for the difficulty, Tom. We'd like to take a look at this with you. Please reach us here:  ^MH"
1015627,360297,True,"@AmazonHelp No, porque el sito web de amazon dice: 'Ponte en contacto con Amazon para proporcionar más información sobre la dirección.'",1015626,1015628,1015629,@360297 Ya veo. Por favor contáctanos a través del siguiente enlace:  ^JQ
1014219,359991,True,@AmazonHelp Around it’s very unprofessional and as a consumer it’s very frightening that you think you have the right to do so,1014223,1014218,1014222,@359991 This isn't the experience we strive for! Have you had a chance to speak with us via phone/chat to address this? ^JE
1085344,376022,True,アマゾンから届いた物ヒビ入ってたんだけどふざけんな返品だコノヤロウ,1085343,,1085344,"@376022 Amazonです。誠に申し訳ございません、お怪我はございませんでしたでしょうか？
返品手続きはこちらよりいただけます。
お手続きの際にご不明点などございましたらご遠慮なくお知らせください。　MH"
1135907,162656,True,Hello @AmazonHelp still waiting for someone to call me about my hacked account please 🙃🙃🙃🙃 haven’t got the spare money to just give away tnx,"1135906,1135908",,1135907,@162656 Apologies Poppy. Please forward your details -  we'd like to investigate further. ^TP
108217,140021,True,@117086 Obrigado por colocar o Kindle em promoção,108216,,108217,"@140021 Olá, Parzival! Só o melhor para nossos clientes! :D Me diga, você já aproveitou as nossas promoções? 🤔 ^CR"
1108203,381546,True,@AmazonHelp Merci ! En espérant une amélioration globale du service.,1108204,1108202,1108209,"@381546 Je vous en prie, sachez que c'est grâce à vos remontées que nos services s'améliorent. ^BR"
1007738,358468,True,@AmazonHelp Re-sending (which I requested to a different address) or a refund. But neither really solve the problem that it’s Prime and late.,1007739,1007737,1007736,@358468 I'm sorry we missed the mark on this order! Let us know if you have any issues with your replacement. We're happy to help! ^JS
1006558,350784,True,@AmazonHelp I’ve emailed.,1006559,1006557,1006554,"@350784 Thanks for confirming! Keep an eye out for our response to you! If we can help with anything further, pls reach back out! ^KN"
1129830,386291,True,"@AmazonHelp Hice un pedido la última vez y me lo cancelaron, he vuelto a realizarlo y quería saber si está todo en orden","1129828,1129838",1129839,1129840,"@386291 Entiendo, te comento que por este medio no tenemos acceso a tu cuenta, te sugiero contactar (1/2)"
1008939,358745,True,@AmazonHelp  🇺🇸 day 13/10,1008940,1008938,1008937,"@358745 Just to clarify, were they not able to get the order delivered to you? Were you given a new delivery date? ^VS"
124692,143929,True,@AmazonHelp Opa obrigada!!! 🖤🖤 Já vou começar a escolher!,124693,124691,109786,@143929 Nada Anna Paula! Boa sorte amiga! 😍📚 ^JJ
1082359,375310,True,"@AmazonHelp I'm pissed.
Also, @127390 I'M CRYING. I CAN'T BELIEVE YOUR BOOK'S BEEN OUT FOR LIKE 2 WEEKS &amp; I STILL HAVEN'T READ IT 😭💔","1082358,1082360",,1082359,"@375310 I'm sorry to see the date changed! The book is still on its way to you, if not received by Thursday, please let us know! ^AR"
1146541,389862,True,Tres artículos comprados en @115821 con cheque regalo que no llegan después de 1 mes y seis días del pedido y sin que me devuelvan el dinero,1146539,,1146541,"@389862 Hola Lu. Lamentamos la molestia, nos comentarías, ¿tu pedido es vendido por Amazon o un vendedor externo? ^HC"
114400,141429,True,@120533 3 colis non reçus alors qu’ils sont notés « livrés » sur votre site ! Toujours à la même adresse ça commence à faire beaucoup 😤😡 ça vaut le coup de payer Amazon Premium tous les ans,114398,,114400,"@141429 Bonjour, je suis navrée pour ce désagrément, quel est le transporteur en charge la livraison de vos colis ? ^ASZ"
1159269,267729,True,Ya llegó mi pedido de #BuenFin de @116875.,1159267,,1159269,"@267729 Hola Ady, nos alegra saber que ya has recibido tu pedido. 😉😃 Cuéntanos, ¿qué has comprado? ^KA"
1146958,389943,True,Pire @12370 ré-utilise des adresses supprimées de mon compte depuis longtemps et il trouve cela normal...,1146957,,1146958,"@389943 Bjr, puis-je savoir de quoi s'agit-il, s'il vous plaît ? ^RA"
1035510,364936,True,"@AmazonHelp Lo he intentado pero la página web de ASM no funciona, y no encuentro la manera de contactar con Att. Cliente.",1035509,1035511,1035513,@364936 Comprendo. Puedes contactar con nuestros compañeros en el siguiente enlace:  ^LG
1100433,132139,True,@AmazonHelp Dann hätte es die letzten 3 Wochen drauf sein müssen. Beschwerde also berechtigt!,1100435,1100432,1100449,"@132139 Ups, jetzt seh ich erst meinen Zahlendreher. Wollte eigentlich 212 schreiben. ;-) Jedenfalls drück ich dir dir Daumen, dass du bereits vorher noch in den Genuss des ominösen Klebebandes kommst. Gruß ^JS"
693898,139999,True,@AmazonHelp Deja fait sans succès... 1ere fois chez amazon.. Genial lachat..,693899,693897,108106,@139999 Pouvez-vous m'indiquer le nom du transporteur ayant pris en charge votre colis ainsi que le numéro de suivi s'il vous plait ? ^SB
1127350,385790,True,Prometieron entrega para ayer. Paquete @115821 llegó a Puerto Rico oct 16. Todavía @115817 no lo ha entregado. Y eso que era de urgencia!,"1127348,1127356,1127357,1127358,1127359",,1127350,@385790 ¿Provenía directamente de Amazon o de un vendedor Marketplace?¿Has contactado al transportista? ^JD
1068511,372156,True,@AmazonHelp Up to date. Here’s the message - same on iOS or computer via,1068515,1068510,1068514,@372156 I've escalated this to our development team. Please try again in an hour or two. Issues like these are often fixed shortly.^ST
1041838,154210,True,Black Friday: promoções relâmpago da @117086 Eu,1041836,,1041838,"@154210 Olá, DaniFerian. Me diga, você já aproveitou as nossas promoções? :D ^CR"
1055262,369337,True,"@129773 why is like, nothing available in the Republic if Ireland? I’m a paying member and can not get any shows here.",1055261,,1055262,@369337 Are you receiving geo-location area? ^MC
1155412,391798,True,My auntie (who I share a birthday with) sent me a really angry text telling me that my present was lost by Amazon but she was never told 😂😂,1155411,,1155412,"@391798 Hi, sorry to hear this. Has your Aunt contacted us about this? ^BZ"
1114866,383094,True,@AmazonHelp No explanation offered. It’s been sent back twice and estimate delivery date just changes. I have no clue what’s going on,1114864,1114867,1114873,@383094 Was a new estimated delivery date provided to you James when you spoke with us? ^NV
1128010,385938,True,.@115821 il va vraiment falloir que tu mettes la pression à @132988. Je suis CHEZ MOI ... mon colislivré en POINT RELAIS #WTF 🤔,1128008,,1128010,"@385938 Bonjour, je suis désolée pour cela😓
L'avez-vous signalé à notre SAV afin qu'il prenne les mesures nécessaires?^FT"
1167702,394655,True,"@AmazonHelp Ugh! I’m in the UK now, where, for some paranoid reason, laws are in place that make every website have a cookie acceptance clause.",1167703,1167700,1167712,@394655 Please try restarting your computer if the problem persists. Keep us updated! ^AC
1135951,387616,True,Amazonからまったく見に覚えない荷物届いたんだけどこわい,1135950,,1135951,@387616 失礼いたします。情報などお伺いしたうえで当サイトで確認させていただきますので、こちらよりカスタマーサービスにお問い合わせください。 RI
101712,138281,True,"@AmazonHelp Die Kaffeemaschine kam an! :)

Natürlich kam sie Defekt an.","101711,101713",101714,101719,"@138281 Oh nein... wenn einmal der Wurm drin ist. Melde dich bitte einmal im Kundenservice, damit die Kollegen sich das anschauen können:  Gruß ^AN"
1047220,367523,True,@120540 Per quale assurda ragione è stata eliminata la modalità landscape su iPad? Su iPad Pro con smartkeyboard è scomodissimo! 😒,1047219,,1047220,"@367523 grazie per il riscontro, abbiamo inviato una segnalazione al team competente affinchè effettui una verifica. ^BC"
102964,138645,True,"@AmazonHelp Tout à fait, depuis samedi dernier.",102966,102963,102977,"@138645 Alors soyez assuré que votre requête est en cours de traitement, et que vous serez recontacté dès que possible afin de vous informer de la résolution du problème.
^SA"
1019535,361236,True,@AmazonHelp Now it’s saying it may not be delivered by the 17th? I have assignments due.,1019538,1019533,1019536,@361236 Who's the carrier listed here:  ^KP
1109514,381835,True,@116618 any idea when video appwillbe on Apple TV? I would love to have it sooooon😜,1109513,,1109514,@381835 Here is a list of all devices compatible with Amazon Video:  Please check it periodically for updates! ^SH
145747,149059,True,"@AmazonHelp Comprei um de inbound Marketing em inglês e ganhei a promoção de R$ 5,00 pro próx e-book, comprei um de Marketing de conteúdo e um da Chimanda “meio sol amarelo” 💚 me segurando pra não comprar mais hahah",145748,145746,109786,"@149059 Todos os livros querem ficar com você 😅 A Chimamanda é uma escritora incrível, Milena! Você já leu algum outro livo dela? ^LG"
1124998,385271,True,"@AmazonHelp Bonsoir, je me permets de vous recontacter, sur le suivi du colis ( il est indiqué qu'il vous a été retourné le 23, et toujours aucune trace du remboursement ni du retour sur le suivi Amazon (Commande 171-9675591-6903551)",1124999,1124997,1125000,"@385271 Bonsoir Yann, N'ayant pas accès à votre compte client depuis Twitter, vous pouvez demander a être rappelé par notre service client via le lien suivant s'il vous plaît:  Afin de nous permettre de vérifier cela pour vous."
1072650,373107,True,@117086 A promoção do Kindle vai até que dia?,1072649,,1072650,"@373107 Olá Jubax, a promoção vai até 25 de outubro, para mais informações acessa aqui:  ^DA"
1110777,382156,True,Amazon昨日頼んだんやけど、なかなか支払い番号けーへん,1110775,,1110777,@382156 お待たせしております。 YM
1126683,351941,True,@AmazonHelp Thanks!,1126684,1126682,1126681,@351941 You're welcome! We're here to help! ^AB
1099311,379412,True,荷物が届いていない、けどアマゾンは着いたって言ってる,1099310,,1099311,@379412 アマゾンです。メール便での発送ではございませんか。その場合、ポスト投函にて配達完了とさせていただいております。お手数ですがご家族様がお受取りでないかも含めご確認いただけますでしょうか。ET
1056803,369523,True,@AmazonHelp Seguiré esperando,1056802,1056804,1056815,@369523 De acuerdo Kronos. En caso de que nos necesites no dudes en contactarnos. ^MB
1117742,383729,True,@AmazonHelp Oct 23rd,1117743,1117741,1117740,@383729 Thank you for the update. Is there a recent update from the carrier tracking? Late orders typically arrive the next day. ^GM
1023610,362225,True,@AmazonHelp Fab thank you,1023611,1023609,1023606,@362225 We're always happy to help! Please reach out to us if there's anything else we can do for you! ^GR
1123622,384979,True,@115850,1141450,1123621,1123621,@384979 We cross-checked and the app seems to be running fine. Try back in sometime and keep us posted. ^CB
1085081,495908,True,@115850,1617253,1085076,1085076,@495908 We'd like to know more about this. Kindly connect with us here:  and we'll look into it. ^PB
1001110,261934,True,@AmazonHelp Yes that worked! TY,1001109,1001111,1001112,@261934 Awesome! Glad we could help! ^TR
1044954,194083,True,@AmazonHelp Muchas gracias ;),1044956,1044953,1044955,"@194083 Con gusto Héctor, no dudes en contactarnos si lo necesitas, estamos para ayudar. ^JD"
1173878,392723,True,@AmazonHelp it's all filled in,1173880,1173877,1173879,"@392723 I can confirm that we have received your information, and appreciate your patience with us while we look into this! Thanks! ^KJ"
1156833,392137,True,amazonくんから支払い番号が来ないんだけどﾏﾀﾞｶﾅ～～😇,1156832,,1156833,@392137 お支払い番号は商品によって発行時期が異なります。また、発行済みの場合には、アカウントサービスの注文履歴から番号を確認することが可能です。発行タイミングなど詳しくは、リンクのヘルプページをご参照ください。 TN
1014287,290972,True,@AmazonHelp Hahahaha adorei! ❤️,1014289,1014286,1014288,"@290972 Opa 😉 Assim que receber o seu pedido envie uma fotinho para nós, Sabrina 😊 ^LG"
1046581,367388,True,@AmazonHelp but i sent an email,1046582,1046579,1046577,"@367388 The best option might be to begin a chat from a computer using the link. Otherwise, please wait for the e-mail. ^GR"
1034715,364769,True,@AmazonHelp hello any updates,1034716,1034714,1034704,@364769 Your can check for our response here:  Hope this helps. ^CB
105304,139253,True,@AmazonHelp Where?,105303,105305,105309,@139253 Sorry to see the Messaging Assistant is trying to push you towards a call back when it is not an appropriate time. This may be due to the particular issue you are messaging us about or there may be no chat agents available right now. Can you try again? ^MI
1079448,374618,True,@AmazonHelp Done,1079449,1079447,1079446,"@374618 Thanks. We've received your info. Without providing account specifics, have you received a locker pick up code yet? ^BH"
1042258,297523,True,@115850 @115851,"1042254,1042273,1042274,1042275,1042276",1042277,1042278,"@297523 occasionally, the MRP of the product delivered might differ from the MRP mentioned on the website. This may happen 2/4 ^RS"
1044945,367056,True,@AmazonHelp Thanks,1044946,1044944,1044943,@367056 Anytime! ^HA
1167764,374898,True,@AmazonHelp and no response! :-/,1167763,,1167764,@374898 Please report this to our support team here:  so that we can assist you accordingly. ^SU
1115726,383277,True,すとくくん初めてのAmazon,1115724,,1115726,@383277 初めてのAmazonのご利用、誠にありがとうございました(*ˊ˘ˋ*) HM
1104579,380658,True,@AmazonHelp How long is the sale?,1104580,1104578,1104582,@380658 The sale is available through the 25th of October 2017! ^BE
111961,140865,True,@AmazonHelp,111959,111963,111966,"@140865 I'm very sorry for the delay. Whenever you have the time, give us a shout here:  We'd be happy to discuss your order in real-time. ^SK"
1034268,364676,True,@AmazonHelp Yes!,1034269,1034267,1034262,@364676 Please reach out to us here:  and we can look into this further. ^PK
1134056,387213,True,@AmazonHelp Ok I'll wait till 8PM.,1134058,1134055,1134057,"@387213 Appreciate your patience, Akash. Do keep us posted if you need any further assistance. ^MO"
1041641,366345,True,@AmazonHelp USA,1041640,1041642,1041643,@366345 Thank you for the information! Please reach out to us via phone or chat here:  Thanks! ^AJ
1098635,379246,True,@AmazonHelp 画像からお願いします,1098636,1098634,1098633,@379246 ご注文商品は、ご案内する「お届け予定日の最終日」までにお届けするよう努めております。そのため予定日を「10月19日から11月2日」とご案内している場合は、11月2日の21時（交通事情などにより遅れる場合もございます）までにお届けする予定となります。TN
