tweet_id,author_id,inbound,text,response_tweet_id,in_response_to_tweet_id,thread_id
10653,117952,True,hey @115821 why did i pay extra for shipping only for my order to say 'arriving today' and it still hasnt shipped yet just wondering.,10652,,10653
10654,AmazonHelp,False,@117953 Oi Juliana. Qual é a data de entrega do seu pedido? 🤔 ^JJ,10655,10656,10656
10655,117953,True,@AmazonHelp a previsão é dia 6 😥,,10654,10656
10656,117953,True,E já estou desesperada achando que não vai dar tempo da @117086 entregar o terceiro livro antes de eu teminar esse.,10654,,10656
10657,AmazonHelp,False,@117954 I'm sorry to hear about the trouble. We'd like to take a closer look into this for you here:  ^LI,,10658,10658
10658,117954,True,"@117093 Hey yall. Why is my checkout not working? I click ""checkout with fresh"" and it takes me to an error page. What's the deal?",10657,,10658
10659,AmazonHelp,False,"@117955 Oh no, Blair! Can you confirm the delivery date that was provided in your order confirmation email? ^LA",,10660,10660
10660,117955,True,My package from @115821 was supposed to arrive today. Now it not coming till Friday. Why the hell do I pay for prime. Doesn't do shit.,10659,,10660
10661,AmazonHelp,False,@117956 I'm sorry you haven't received your item! Can you tell us who the carrier is? Found here:  ^AC,,10662,10662
10662,117956,True,@115821 where’s my damn nutribullet,10661,,10662
10663,AmazonHelp,False,@117957 We always strive to get your order to you at the stated expected delivery time that is stated at the time of checkout ^CH,,10664,10665
10664,117957,True,@AmazonHelp @115766 Can I get a confirmation that it will ship tomorrow?,10663,10665,10665
10665,117957,True,@AmazonHelp Hi is there a way to confirm that I make sure my pre-order of @115766 WWII gets here on time? Last year was day late.,10664,,10665
11013,AmazonHelp,False,"@118078 Yes, Release-Date Delivery is definitely a thing and the Amazon Prime two day shipping does mean two days after processed. ^CN",11014,11015,11017
11014,118078,True,@AmazonHelp I ordered almost a full week before release. Receiving it almost a full week after. That’s not Prime.,,11013,11017
11015,118078,True,"@AmazonHelp Didn’t know I needed to. Is that really a thing?! But still Prime shipping should be 2 days, correct?",11013,11016,11017
11016,AmazonHelp,False,@118078 I'm sorry for the frustration! Did you select Release-Date Delivery at checkout? ^AC,11015,11017,11017
11017,118078,True,Hey @115821 What’s the point of preordering a game if I don’t get it until 5 days after release?,11016,,11017
11018,AmazonHelp,False,@118079 I'm sorry! We'd love to help where we can. Please give us more details without sharing personal account information. ^LM,"11019,11020,11021,11022,11023",11024,11024
11019,118079,True,@AmazonHelp 2 other orders that were due to arrive today did not show up.,,11018,11024
11020,118079,True,"@AmazonHelp U pay for prime. You expect the befits of the membership. I ordered a package on the 25th, it still isn't here.",,11018,11024
11021,118079,True,@AmazonHelp The carrier doesn't sell free 2 day shipping as part of a membership. Amazon does.,11025,11018,11024
11025,AmazonHelp,False,@118079 We'd still like to help. What does the tracking show in Your Orders:  Who is the carrier here? ^SJ,"11026,11027",11021,11024
11026,118079,True,@AmazonHelp Shows it was supposed to be delivered today by 8pm. USPS,,11025,11024
11027,118079,True,"@AmazonHelp I called customer serv, they called usps and the usps rep blamed your routing. The second the usps rep was off the phone Amazon blamed usps",11028,11025,11024
11028,AmazonHelp,False,"@118079 When you were on the phone with us, did we mention a date as to when we could provide more options? ^TN","11029,11030",11027,11024
11029,118079,True,@AmazonHelp I purchased the items specifically for the wedding.,,11028,11024
11030,118079,True,"@AmazonHelp They did not. The wrinkle is, I board a plane for the U.K. In the am and these items were part of the attire for the wedding im in.",11031,11028,11024
11031,AmazonHelp,False,"@118079 Hey, Mike! Were the other late items also shipped via USPS? You can check here:  ^LA",11032,11030,11024
11032,118079,True,@AmazonHelp Yes,"11033,11034",11031,11024
11033,AmazonHelp,False,@118079 I hope you are willing to give us a chance in the future to make things right. ^TN (2/2),,11032,11024
11034,AmazonHelp,False,"@118079 I'm sorry we let you down on this order. If the order arrives too late, you can return them for a full refund. ^TN (1/2)",,11032,11024
11022,118079,True,@AmazonHelp You're customer service reps were no help in resolving the issue. They just blamed the carrier.,,11018,11024
11023,118079,True,@AmazonHelp This makes 5 consecutive orders that missed their deadline.,,11018,11024
11024,118079,True,"@115821 u just lost a prime member of many years. Not only did u mess up 3 consec orders, u refuse to make good on them.",11018,,11024
11035,AmazonHelp,False,@118080 Yikes! We'd like to take a closer look into this. Please reach out with more information here:  ^DG,,11036,11036
11036,118080,True,"Uhh... my 10 y/o just asked Alexa to play Halloween music. First song opening lyric: ""yippee kiyay motherfucker."" Wtf @116935??",11035,,11036
11037,AmazonHelp,False,@118081 I'm sorry you haven't received an update on your shipping details! You can check your order here:  ^MO,11038,11039,11039
11038,118081,True,@AmazonHelp Yeah I know how to check it. There's no information still,11040,11037,11039
11040,AmazonHelp,False,@118081 Please keep an eye on your e-mails and check your junk/spam folder. We'll let you know once we've confirmed a date. ^NM,,11038,11039
11039,118081,True,I'm so anxious to see that my Xbox one X will be shipping. I'm seeing other people get their confirmations. Where's mine @115821,11037,,11039
11043,AmazonHelp,False,"@118083 Thanks for reaching out, Gemma! We have responded to your direct message. Please respond to us there! ^HM",,11044,11044
11044,118083,True,@AmazonHelp you keep insisting you havnt taken any money from me dispite proof! #givememymoneyback,11043,,11044
11045,AmazonHelp,False,@117955 I am so sorry about that! Who was the carrier? You can find that info here:  ^BA,,11046,11046
11046,117955,True,@AmazonHelp at 7 it said it was out for delivery by 8 pm. It now says sorry for your package being late and will arrive by November 3rd,11045,,11046
11047,AmazonHelp,False,@118084 Please give us a call here:  so we can take a look into this with you! ^TR,11048,11049,11053
11048,118084,True,"@AmazonHelp Thanks, I called. The agent says the order has been received, but not shipped. Still anticipate a Friday delivery",11050,11047,11053
11050,AmazonHelp,False,@118084 Thanks for the information. Please let us know if your order doesn't arrive by Friday. ^EZ,11051,11048,11053
11051,118084,True,@AmazonHelp Will do. Thanks,,11050,11053
11049,118084,True,@AmazonHelp Original promised delivery date was yesterday to this Friday.,11047,11052,11053
11052,AmazonHelp,False,@118084 I'm sorry that your package has not shipped! Did we miss the promised Delivery date found here:   ^LM,11049,11053,11053
11053,118084,True,@AmazonHelp it's been 7 days &amp; my @115821 order still hasn't shipped. #fail,11052,,11053
11054,AmazonHelp,False,@118085 デビット機能付きのカードをご利用のため、カードが再度承認された際に代金が引き落とされた可能性が考えられます。二重引き落としが発生した場合は、後日クレジットカード会社から取り消しが行われます。 YM,11055,11056,11056
11055,118085,True,"@AmazonHelp リプありがとうございます！
それがデビット機能は付いていないので不思議だったのです。

いずれにせよ取り消されるみたいで安心しました！",11057,11054,11056
11057,AmazonHelp,False,"@118085 重複してのご請求は行いませんので、ご安心くださいませ。
なお、万が一、重複している場合や取り消しがされない場合には、確認させていただきますので、カスタマーサービスにご連絡ください。 TY",,11055,11056
11056,118085,True,30日にAmazonでカード払いで買ったんだけど、1日深夜に出荷準備が遅れていますメールと共にまたカード利用のメール。どういうこっちゃʅ（◞‿◟）ʃ遅れるのは全然構わないけど2倍払わされるのは勘弁だわー。Amazonでのカード払いやめよう。,11054,,11056
11058,AmazonHelp,False,@118086 I'm sorry your order hasn't arrived! What is the delivery date shown in the confirmation e-mail:  ^SJ,11059,11060,11060
11059,118086,True,@AmazonHelp Should have been today before 8,11061,11058,11060
11061,AmazonHelp,False,@118086 Please get in touch with us here:  and we'd be happy to review available shipping refund options. ^EZ,,11059,11060
11060,118086,True,@AmazonHelp still have not received my package I paid extra for guaranteed next day. Won't do that again,11058,,11060
11062,AmazonHelp,False,@118087 Please try to remove and reinsert the SD card following the steps here:  Let us know how this helps! ^MB,"11063,11064,11065",11066,11070
11063,118087,True,@AmazonHelp when its removed the system says it's inserted but unrecognized. When it's inserted the tablet behaves as though there's no card,11067,11062,11070
11067,AmazonHelp,False,@118087 Check the SD Card slot and make sure there is no particulate matter which may be effecting how the card is being detected. ^CH,,11063,11070
11064,118087,True,"@AmazonHelp it was doing this a few days ago and a factory reset dixednit, for two days. A hard reboot did not resolve.",11068,11062,11070
11068,AmazonHelp,False,@118087 We'd like to try to solve this problem for you! Please contact us here so we can take a closer look:  ^CN,,11064,11070
11065,118087,True,"@AmazonHelp it was doing this a few days ago and a factory reset fixed it, for two days. A hard reboot with card in or out does not resolve.",11069,11062,11070
11069,AmazonHelp,False,"@118087 That's odd! We'd like to help further with this. When you can, please reach out to us here:  ^HM",,11065,11070
11066,118087,True,Regretting having bought @115821 Kindle Fire Kids Edition. Every day it has some random problem I have to fix. Now saying theres no SD card.,11062,11070,11070
11070,115821,True,Pumpkin spice is here so it must be autumn! We’ve picked 3 fall cookbooks to whet your appetite:,11066,,11070
11071,AmazonHelp,False,@118088 I'm sorry you haven't received your order yet! Have we missed the delivery date confirmed via e-mail:  ^GM,11072,11073,11073
11072,118088,True,@AmazonHelp yes it was due today by 8pm and now its changed to tomorrow or the next couple days... but isn;t there a guarantee?,11074,11071,11073
11074,AmazonHelp,False,@118088 We're unable to access accounts on Twitter but we'd like to look into it for you here:  ^LI,11075,11072,11073
11075,118088,True,"@AmazonHelp i understand, but i am asking a general question, do you or do you not have a policy about late delivery with amazon prime?",11076,11074,11073
11076,118089,True,@118088 @AmazonHelp,,11075,11073
11073,118088,True,@AmazonHelp isn't prime two day shipping supposed to be guaranteed? what happens when its late?,11071,,11073
11077,AmazonHelp,False,@118090 Oh no! I'm sorry you haven't received your order! Please contact us here so we may look into this:  ^BN,11078,11079,11079
11078,118090,True,@AmazonHelp Talked w/ cust. serv. yesterday. Just sent an email from link. Would like a straight answer abt my order.,11080,11077,11079
11080,AmazonHelp,False,@118090 We'd still like to help. What is the delivery date shown in the order e-mail:  Who is the carrier? ^SJ,11081,11078,11079
11081,118090,True,"@AmazonHelp At time of order, del date was 10/29. Carrier is AMZL US.",11082,11080,11079
11082,AmazonHelp,False,@118090 I would like a member of our team look into this for you. Please fill out this form:  ^BA,,11081,11079
11079,118090,True,"I'm thinking that @115821 tracking is total fiction - package has been ""Out for Delivery"" for 2 days &amp; hasn't arrived. 3 days late.",11077,,11079
11083,AmazonHelp,False,"@118091 I'm so sorry to hear this! Without revealing any personal account information, will you provide us with more details? ^LH",11084,11085,11085
11084,118091,True,"@AmazonHelp So much of the programming has changed on Prime. Blues Clues was free, now it's not. Still constantly having problems with my Fire Stick.",11086,11083,11085
11086,AmazonHelp,False,"@118091 What kind of problems are you having with your Fire Stick, Mildred? ^VB",11087,11084,11085
11087,118091,True,"@AmazonHelp Continued buffering, loss of sound and it doesn't save where I leave off in programming.",11088,11086,11085
11088,AmazonHelp,False,@118091 Oh no! We'd like to look into this in real time with you. Please reach us via phone here:  ^AB,,11087,11085
11085,118091,True,@115821 @AmazonHelp I'm so frustrated w/how things keep changing. Making it hard on POOR people!!! Free isn't free anymore.,11083,,11085
11089,AmazonHelp,False,"@118092 I'm sorry your order arrived damaged, Marsha! You can see available options for that item here:  ^LA",,11090,11090
11090,118092,True,My drying rack was broken when I opened the box. What should I do @115821?,11089,,11090
11335,AmazonHelp,False,@118163 ご迷惑をお掛けしております。返金のAmazonギフト券は、銀行振込による返金に変更することが可能です。ご希望の場合は、口座情報などをお伺いする必要がございますので、お手数ですが、リンクよりカスタマーサービスにお電話にてお問い合わせください。 TN,11336,11337,11337
11336,118163,True,"@AmazonHelp ご親切にどうもありがとうございます。
買おうと思った商品が出品者の意向でキャンセルになり、同じ商品が出品されたまま１万円値段が上がっていました。不可解です。",11338,11335,11337
11338,AmazonHelp,False,@118163 Amazon以外の出品者の販売商品につきましては、各出品者が出品価格を自由に設定できます。しかしながら、当サイトでは、各出品者が商品を適切な価格で出品するべきであると認識しておりますため、貴重なご意見として頂戴いたします。SM,11339,11336,11337
11339,118163,True,"@AmazonHelp お答え、どうもありがとうございました。
出品者を確認の上、これからも利用させて頂きます。",11340,11338,11337
11340,AmazonHelp,False,@118163 リプライありがとうございます。ご利用方法等でご不明な点がございましたらご遠慮なくご質問ください。今後ともどうぞよろしくお願いいたします。SK,,11339,11337
11337,118163,True,うええ……Amazonさんで9800円のお買い物してお金払ったのに商品が不良品で出荷できなくなり、アマゾンギフト券で9800円戻されても……ちょっと金額大きいんですけど……。,11335,,11337
11402,AmazonHelp,False,@118184 ご迷惑をおかけしております。お届けした商品に問題があった場合、Amazonが発送する商品は返品・交換（可能な商品のみ）にて対応させていただいております。お手数ですが、リンクをご参照の上お手続きください。 TN,11403,11404,11404
11403,118184,True,@AmazonHelp すごっ、チェック早いですねー😸大分前に買った商品ですし、返品の手続きもめんどいんで今回は良いでーす🙋Amazonさん、どうもでーす😸,11405,11402,11404
11405,AmazonHelp,False,@118184 恐れ入ります。これからも,,11403,11404
11404,118184,True,"そういえば、電熱ヒーターもどきをAmazonで買ってたな。寒くなったし試すか。(´ω｀)

あったー😹えっ、…入らない😿

いや、でもヒーター部分は使えるかも❕❗❕

…縫い糸がケーブル貫通しとるやないかーい😂

まあ、400円だから…またなんか探そっと😸

皆さんも防寒対策お気をつけください🙋","11402,11406",,11404
11406,AmazonHelp,False,@118184 なお、マーケットプレイスの出品者が発送する商品の場合には、出品者毎にポリシーを設けているため、恐れ入りますが、出品者に直接お問い合わせください。出品者へのお問い合わせ方法はリンクよりご確認ください。 TN,,11404,11404
11425,AmazonHelp,False,@118191 ご迷惑をおかけしております。状況をお調べした上でご案内させていただきますので、恐れ入りますが、ご注文商品がAmazonが発送する商品の場合は、こちらのリンクよりカスタマーサービスにお問い合わせください。 TN,,11426,11426
11426,118191,True,Amazonでケーブル買って今日届くはずなのにまだ届かないんだが😇,"11425,11427",,11426
11566,AmazonHelp,False,@118229 Lamento los inconvenientes. Recomiendo reportar lo ocurrido a nuestro Servicio al Cliente:  ^CR,11567,11568,11572
11567,118229,True,@AmazonHelp Creo ke no voy a seguir pagando amazon premium pork en cuanto a las devoluciones deja mucho k desear,,11566,11572
11568,118229,True,"@AmazonHelp Si, es correos y pedí ke viniesen a x el pakete pero me pedian ke me kedase o toda una mañana o toda una tarde en casa pero y mi trabajo??",11566,11569,11572
11569,AmazonHelp,False,@118229 Comprendo. ¿Ya entraste en contacto con el transportista? ^CR,11568,11570,11572
11570,118229,True,@AmazonHelp Es una devolucion,11569,11571,11572
11571,AmazonHelp,False,@118229 Hola.¿Cuál es la fecha de entrega de tu pedido? ^JJ,11570,11572,11572
11572,118229,True,Me ha tocado un inepto en @4496 keiere gestionar la recogida de mi pakete de @115821 se monta su ruta y yo como penelope a esperarle! 😤,11571,,11572
11573,AmazonHelp,False,"@118230 Olá, Cassiel. Sem compartilhar informações pessoais ou da sua conta, me diga, como posso ajudar você? ^CR",11574,11575,11575
11574,118230,True,"@AmazonHelp enviei meu ebook para o premio Kindle às 22h de hoje. Porém, a ferramenta kdp fala q demora 72h pra publicar. Vou concorrer mesmo assim, certo?",11576,11573,11575
11576,AmazonHelp,False,"@118230 Recomendo entrar em contato diretamente com o SAC da KDP, para eles conferirem o seu caso:  ^CR",11577,11574,11575
11577,118230,True,@AmazonHelp beleza 😢,,11576,11575
11575,118230,True,@117086 ei mim ajuda,11573,,11575
11578,AmazonHelp,False,"@118231 I'm afraid, we'll not be able to take any action on your account once it is put on hold. Request you to wait for the email. ^HD",11579,11580,11590
11579,118231,True,@AmazonHelp Please do it fast,"11581,11582,11583",11578,11590
11581,AmazonHelp,False,"@118231 Further, we wouldn't be able to offer any additional insight/ info in this regard. Appreciate your understanding. (3/3) ^SV","11584,11585",11579,11590
11584,118231,True,@AmazonHelp But when will this get solved,,11581,11590
11585,118231,True,@AmazonHelp Still not got any answer,,11581,11590
11582,AmazonHelp,False,"@118231 As this is account related, our specialist team are the best ones to assist you.  (2/3) ^SV",,11579,11590
11583,AmazonHelp,False,"@118231 I get your concern, Hussain. As requested, please reply to the correspondence sent by our specialist team. (1/3) ^SV",,11579,11590
11580,118231,True,@AmazonHelp Still not got any mail please solve my problem right now.,11578,11586,11590
11586,118231,True,@AmazonHelp Not received any email,"11580,11587,11588",11589,11590
11589,AmazonHelp,False,"@118231 Hi, you should have received an email with an update over your account. We will not be check this for you. ^RW",11586,11590,11590
11590,118231,True,@115851 my Amazonid is __email__ is blocked since 3months please unblock it.,"11589,11591",,11590
11592,AmazonHelp,False,@118232 Oh no! Let's talk about this in real time. Please call or chat with us here:  ^BA,11593,11594,11594
11593,118232,True,@AmazonHelp Done that. Was told I would definitely have it by 9pm yesterday &amp; it's still not been delivered!!!!,11595,11592,11594
11595,AmazonHelp,False,"@118232 Just to confirm, what's the current tracking information listed for your order here:  ^HC",,11593,11594
11594,118232,True,Bit of a piss take really now @115830 - was promised it by 9pm today.,11592,,11594
11596,AmazonHelp,False,@118233 I'm so sorry for the wait! What does tracking information say here:  ^MH,,11597,11597
11597,118233,True,@AmazonHelp  don't promise a 1 day shipping with a GUARANTEED 8pm delivery when you can't keep it,"11596,11598",,11597
11599,AmazonHelp,False,"@118234 Happy Halloween to this very, very good puppy! I'd be lion if I said he didn't have my heart! 😍🦁^BL",,11600,11600
11600,118234,True,#Halloween #goldenretriever #dogs #puppy @115821 6 month old service dog Halloween,11599,,11600
11601,AmazonHelp,False,@118235 Oh no! Have you checked the mailbox? These steps may help locate the order:  Keep us posted! ^BN,11602,11603,11603
11602,118235,True,"@AmazonHelp Not in the mailbox, not on the porch, not in my house, not at the neighbors. This was a Prime order, late/lost again.",11604,11601,11603
11604,AmazonHelp,False,@118235 I'm sorry those steps didn't help! Who was the carrier for this order? You can check here:  ^BL,11605,11602,11603
11605,118235,True,"@AmazonHelp Carrier: AMZL US, Tracking #: TBA516106123000",11606,11604,11603
11606,AmazonHelp,False,"@118235 I'd like someone from my team to check into this. When you can, please drop your details here:  ^BL",11607,11605,11603
11607,118235,True,"@AmazonHelp Once again the answer is ""We'll send again and your Prime membership means nothing and so does 2-day shipping."" This happens TOO OFTEN.",,11606,11603
11603,118235,True,"@amazonhelp My order 113-8951188-2020217 says ""Left in mailroom"" but my house doesn't have a mailroom and I've been home all day.",11601,,11603
11608,AmazonHelp,False,"@118236 (*´-`).｡oO(ご存知かと思いますが、当サイトからのご請求ではございませんので、ご連絡されませんように。。。)
また、携帯大手3社をご利用の場合には、迷惑メール対策として、申告窓口を設置しています。今後受信しないためにも、各窓口へご申告ください。TY",11609,11610,11610
11609,118236,True,"@AmazonHelp お忙しい中、丁寧にありがとうございます。
申告窓口へ報告します。(｀_´)ゞ",11611,11608,11610
11611,AmazonHelp,False,"@118236 お手数おかけしますが、よろしくお願いします。
最近、Amazonを騙るフィッシングが増えているようでございますので、ご注意くださいませ(*´︶`*) TY",11612,11609,11610
11612,118236,True,"@AmazonHelp いえいえ、Amazonさんこそとばっちりの迷惑かけられてお疲れ様ですm(__)m 

詐欺軍団はあの手この手で迷惑極まりないですねヽ(`Д´)ﾉﾌﾟﾝﾌﾟﾝ",11613,11611,11610
11613,AmazonHelp,False,"@118236 あたたかいお言葉、ありがとうございます(*ﾉωﾉ)
色々な種類のフィッシングなどがあるようなので、ご注意いただき、何かご不明な点があれば、ご遠慮なくお声がけください！
今後も、Amazonをよろしくお願いします(o*。_。)oペコッ TY",,11612,11610
11610,118236,True,"アマゾンからショートメールで
有料サイト使用による未納料金が発生してる
的な詐欺ショートメール来た！アマゾン使ってない！！！ｗｗｗ",11608,,11610
11614,AmazonHelp,False,@118237 Amazonプライムが不要な場合には、アカウントサービスから解除していただけます。更新後特典利用が無ければ、返金を承る事も可能です。詳しくはこちらのヘルプページをご覧ください。  TY,,11615,11615
11615,118237,True,"やばー！
Amazonプライム自動更新されてしまった💧",11614,,11615
11616,AmazonHelp,False,"@118238 Hi, not Hugh:) Who is the carrier for this delivery? You can find this information here:   ^LM",,11617,11619
11617,118238,True,@AmazonHelp Lol that's not my real name. But basically yeah they won't just leave it at my front door. Tomorrow's the final attempt.,11616,11618,11619
11618,AmazonHelp,False,"@118238 Hey, Hugh! Are you having trouble receiving a recent order? ^LA",11617,11619,11619
11619,118238,True,@AmazonHelp how do I inform your delivery drivers to just leave my package at my front door?,11618,,11619
11620,AmazonHelp,False,"@118239 ご心配をおかけしております。Amazonです。
Twitter上ではご注文の詳細を確認させていただくことができませんので、確認ご希望の場合には、下記URLよりカスタマーサービスにご連絡ください。 TY",,11621,11621
11621,118239,True,"アマゾンで注文した小説、ご注文は後、1週間以内にお届けという表記だったけど、二回も配達日が延期になりもう1か月になるのに届かない。
アマゾンで注文したプンタブ、ご注文受けて3日で発送という表記なのにコンビニ払いを済ませたとたん、配送予定日が50日後に変更の連絡。詐欺かな？",11620,,11621
11622,AmazonHelp,False,@117955 Please provide your details here:  and my team will escalate to Amazon Logistics. ^EZ,11623,11624,11624
11623,117955,True,@AmazonHelp Will do thank you for the help,,11622,11624
11624,117955,True,@AmazonHelp AMZL US,11622,,11624
11625,AmazonHelp,False,@118240 Hola. Lamento los inconvenientes. Aquí podrás ver las opciones de reembolso o reemplazo disponibles  ^CR,,11626,11626
11626,118240,True,"Queridos @116875 , no se mamen!. 😒😒😒",11625,,11626
10648,AmazonHelp,False,"@117950 I'm so sorry for the delay. If you have a moment, please contact us by phone or chat here: :  ^LH",,10647,10647
101202,AmazonHelp,False,@138149 I'm sorry to hear of the frustrations this order has caused Sofya.  Our team would like to research this further.  As we don't have access to account information via Twitter could you reach out to us with a few details here:  ^AZ,101203,101204,101221
101203,138149,True,@AmazonHelp Done. And it was just as unhelpful as every other interaction with you.,,101202,101221
101204,138149,True,"@AmazonHelp Yeah, I just tried calling and it wasn't very helpful. You know I already tried the livechat as per screenshots and that wasn't helpful either.",101202,101205,101221
101205,AmazonHelp,False,@138149 We'd like to look into your order with you. Please reach out to us via phone or chat here:  We're here to help! ^AX,101204,101206,101221
101206,138149,True,"@AmazonHelp I'm honestly not sure. I wasn't necessarily expecting it the same day, but I did think it would arrive the same week, or at the very least the same month!",101205,101207,101221
101207,AmazonHelp,False,"@138149 I'm so sorry! I'd like to dig into this with you. When you placed the order, was it eligible for release-date delivery? You can find more information about our release-day delivery by visiting us here:  ^TK",101206,101208,101221
101208,138149,True,"@AmazonHelp It was indeed a pre-order made nearly three months before release. Here is the response I got, asking me to wait until after Christmas, which is never acceptable",101207,101209,101221
101209,AmazonHelp,False,@138149 I can see this was a pre-order. What is the current status of your order and is there any estimate for availability? ^BD,101208,101210,101221
101210,138149,True,@AmazonHelp I just thought the lack of date provided was due to being in advance,101209,101211,101221
101211,AmazonHelp,False,@138149 I am sorry to see this - we do aim to meet the delivery date provided in the order confirmation email  ^TD,101210,101212,101221
101212,138149,True,@AmazonHelp,101211,101213,101221
101213,AmazonHelp,False,"@138149 I'm sorry for the delay! When you reached out to us, what information or options was offered? ^JP","101214,101215,101216,101217,101218,101219,101220,101212",101221,101221
101221,138149,True,@115830 disgusted with your customer service and inability to fulfill my Xanathars Guide pre-order I made in September!,101213,,101221
101664,AmazonHelp,False,"@137882 I'm sorry for the poor experience! This isn't the expectation we've set. Without giving account/personal details, can you please tell us what's happened? ^AC",,101665,101665
101665,137882,True,"spoke with @116090 customer service more. Their overall response was ""Sorry, our fault, buy more and we'll do better"" -- I'm going to try my damnedest to avoid ever using Amazon again.",101664,,101665
101666,AmazonHelp,False,"@138274 Por favor Paulo, entre em contato com o SAC ( eles poderão te ajudar  ^VL",101667,101668,101671
101667,138274,True,@AmazonHelp Muito obrigado!,101669,101666,101671
101669,AmazonHelp,False,"@138274 De nada, qualquer dúvida adicional ou incoveniente, estamos aqui para ajudar. ^DA",,101667,101671
101668,138274,True,"@AmazonHelp Entrega estimada para 1/dez - 7/dez, porém até agora não mudou o status. Posso entrar em contato com algum atendente?",101666,101670,101671
101670,AmazonHelp,False,"@138274 Olá Paulo, lamentamos o inconveniente. Poderia nos confirmar se você recebeu um correio com a data estimada da entrega? Caso sim, qual seria? ^DA",101668,101671,101671
101671,138274,True,Até agora não mudou o status do meu pedido. @AmazonHelp,101670,,101671
101672,AmazonHelp,False,"@138275 Thank you for contacting us. We are here to help!  Just to clarify, which Amazon site are you using?  or any others? ^SC",101673,101674,101674
101673,138275,True,@AmazonHelp Hi i was actually using my amazon app if that helps which is  prime,101675,101672,101674
101675,AmazonHelp,False,"@138275 Hi, Debbie! I'm very sorry that you've had trouble placing your first Pantry order. If the app isn't working, you have a couple of options. You can try uninstalling and re-installing the app, to see if that clears it up. Or you can try placing the order on a PC. ^SP",101676,101673,101674
101676,138275,True,@AmazonHelp Hi tried what you said and it's still not working.,101677,101675,101674
