tweet_id,customer_text,gold_intent
1168748,@AmazonHelp What if I don’t want it now? I only ordered it for convenience of next day delivery but now it hasn’t arrived it’s far less convenient than just going to a shop and getting it for myself..,delivery_delay
1000985,"dear sir, order id:404-4313025-2413959 in India not solved refund issue since four months by amazon India,please......@48241,@30724",refund_request
1089787,@115850 not refund money even after one month saying I returned wrong item even I gave correct product need help @49329 @377108,refund_request
105241,The @115821 delivery guy didn't even open my front gate. Just tossed my new keyboard on the concrete. If this thing is damaged... Even @118706 doesn't do stuff like that.,damaged_item
1005123,"@357899 @AmazonHelp I still don't understand that fact that I already pay for prime, but they want me to pay again for unlimited... Screw that noise...",other_unclear
1028201,it’s annoying when i get 2 day shipping from @115821 and it’s been 4 days and i haven’t got my package and can’t track it.....🙄,missing_delivered
108276,Hi @AmazonHelp my account in my name but prime been charged with my brother's card. This is totally unnecessary. We've different names. Please give me your email.,account_access
1001033,@AmazonHelp Thanks. Think I’ll just chance it. Frustrating as the route must be sorted so someone somewhere knows when it will arrive approx just not me,other_unclear
1002202,@115850 @AmazonHelp #Amazon #AmazonGreatIndianFestival then a call saying it has been misplaced...(4/6),other_unclear
1072554,"@115850 ..I bought prime membership yesterday, it's not showing in my account..email I'd : __email__",prime_membership
1085097,@AmazonHelp @AmazonHelp @115850 now you're asking me for password for my account statement over mail. I've already provided it to you twice earlier.,account_access
1101895,@AmazonHelp i cant even get into my account. and you guys said u will email me back but never did,account_access
103088,"ORDER NOT DELIVERED WORST EXPERIENCE WITH AMAZON!!!@
booked remi y1 on 22nov from wednesday sale,order  not delivered nd got cancelled aftr 10 days of shippment. mr amazon i want my phone. worst service, i ever recieved. once in weekend sale.
@115821  @AmazonHelp  @138673",missing_delivered
1020975,@AmazonHelp they can't help also.They said now you won't get product u will get refund..But this is wrong as courier never came to my home,refund_request
1021021,@AmazonHelp Photos. Basically now the product is exposed and leaking everywhere... literally broken in half. Can't believe the driver just threw it 😑,damaged_item
1121319,@AmazonHelp so you would be able to replace the broken one you sent me.,damaged_item
1157188,With out delivering it is showing as 'Delivered' ....want to see receive copy.... @115821,missing_delivered
1004670,@AmazonHelp Thanks!,other_unclear
1123349,@AmazonHelp What a way to solve the problem. Just to send in an email linking those orders to my account  whereas I don't have any. Wow!,account_access
1160487,@115821 Damaged product was delivered. No replacement till now.........,damaged_item
1155102,@AmazonHelp it’s fine i’m cancelling the order,cancellation_request
1002617,"@AmazonHelp @115850  there is no CANCEL ORDER tab in my app. How can i return the item for the refund, when I have not at all received it?",other_unclear
1118065,@115821 I didn’t receive my package it was supposed to be shipped two days ago I paid for 1 day shipping too?,missing_delivered
1157224,"@AmazonHelp Purchased a $250 Amazon gc.We have tried to spend it 3x on amazon and every time we do, the account it put on hold for “suspicious” activity",account_access
1151725,Yet another @115821 package lost when being delivered by their own carriers. What is the point of prime if you never get your stuff.,missing_delivered
1121614,Fuck @115821 the long way 🖕🖕🖕 I hate y'all rn give me my money back I'm not subscribed to u the fuck you thought this was,refund_request
103141,@115830 having to return 4 damaged items as the packaging you sent them in wasn't fit for purpose. Throwing items into an empty box isn't acceptable.,damaged_item
1091281,Hey @115821 I want to file a claim my shit says delivered it never was and I have no idea PLEASE HELP ME,missing_delivered
1148673,Kudos to @AmazonHelp for dealing quickly with a small manufacturing defect / replacement of @44946 kneepads. Love the pads/love the replace!,damaged_item
1172506,@AmazonHelp I love when a package says delivered in mailbox and it's not there. 🤔,missing_delivered
1109524,"Why is it every time my order from @115821 ships under its own delivery (amzl us) service I never receive my order on time. Due today, 😂🤣😡",missing_delivered
1108146,"@AmazonHelp Yes a ""Guaranteed Delivery"" date of yesterday. It's happened a number of times this year, including an order that was lost in shipping &amp; I was then charged twice when it was re-shipped. I can understand errors happen, but now just unreliable.",refund_request
1003619,@115850 @AmazonHelp i thin this time u know what you have to do,other_unclear
1108218,@115821 @3375 Date? No but their packages do not arrive till AFTER 8pm. Not cool,delivery_delay
1031897,@AmazonHelp Fascinating. Touch ID login doesn’t show up as option any more. Perhaps that’s because the app appears now to be always logged in. Insecure.,account_access
1159345,@AmazonHelp why can’t i get into my amazon account? It says my password is incorrect and i know it’s correct i changed it 3 times now,account_access
1000119,Irritated on principle. I spent 2+ hrs looking for a 400-page book I ordered in May &amp; it's nowhere. Now I have to reorder. @AmazonHelp,other_unclear
1007732,Waiting for @115821 to deliver my package like,delivery_delay
1049355,@AmazonHelp I got this massage when i dropped article at drop off location so intiate refund,refund_request
1119103,"@AmazonHelp some of the items in order no. 406-3518026-9970718 show ""delivered"" but I haven't received them yet! Anyone I can talk to?",missing_delivered
1141915,"@115850 Return &amp; Refund of Order# 403-8498939-9202704 is processing since 1.5 months, escalation done, no return pickup done since 2 week!",refund_request
1002879,"@AmazonHelp Useless I’m now guaranteed the item will arrive tomorrow, I was guaranteed it would arrive yesterday and the day before....no more prime",other_unclear
1150902,"Please, where's my order? Delivery was at 8pm yrstdy, got a text at 7:47p informing me of undelivered package @AmazonHelp  @115821 #URGENT",delivery_delay
108225,"@AmazonHelp Thank you but I just spent 2 hours on the phone with the Customer protection department and they can’t guarantee my money back but gave me the email to contact the fraud department. It was digital merchandise and according to your restrictions, a guarantee claim won’t work.",refund_request
1031536,"@AmazonHelp I have a doubt. Do I get an extension on my Prime Subscription with my Echo or not?
I already own a Prime membership. //cc: @119625",prime_membership
1173902,@115850 I don’t know why you people are not canceling my order I don’t want it I already got another one,cancellation_request
1002919,@AmazonHelp was promised a refund but been couple weeks hasn't come through. Closed account so can't contact. What number can I ring?,refund_request
1138625,@AmazonHelp how do I cancel my eurosport trial? Cant seem to find the option.,cancellation_request
1053581,"@AmazonHelp Hi there, I’ve been waiting for a parcel to be delivered all day. Any chance I could get an ETA???",delivery_delay
1112098,@115821 you should really rethink your partnership with @118706 my packages keep not getting delivered which makes me not want to use prime,missing_delivered
1174742,@115821 This is how my item was left on the porch. No delivery box. Hope it’s not damaged...,damaged_item
1010362,"@AmazonHelp I have ordered echo dot, said prime membership is free for a year, when the prime membership wil b activate? Aftr delivry?",prime_membership
1110765,"When youve been waiting 4 that package from @115821 all day &amp; then they dont come thru. BTW, it was suppose to arrive on day that it shipped",delivery_delay
1079464,@115851 could you please ask @117093 to not dry ice freeze the produce?  Thank you sir.,technical_support
1004525,@AmazonHelp This is what it says,other_unclear
1000138,"@AmazonHelp I already connected. Did live chat, you are ready for refund. people need to know the actual fact of @115850",refund_request
1010016,"@115850  Request you to kindly     improve your return policy , it was too headache for returning an defective Iphone 8 Plus",damaged_item
103136,@115830 waited in all day for my amazon prime for it not to arrive. Won't be renewing and it's needed for Friday. So annoyed,delivery_delay
1095916,@115821 what pathetic service u have.u guys send me  a different product not ready to replace nd not initiating refund.No value 4 customers.,refund_request
1003677,@AmazonHelp As suggested I have filled the form and submitted it.,other_unclear
1131244,"@AmazonHelp No nothing I’ve waited for a week and had to cancel as need the item, hence I ordered it. Surely a lead time of 2-4 months is not acceptable",cancellation_request
109973,@AmazonHelp And here it comes - rather than sorting out your staff and couriers - it’s another form to fill in and my fault. Your service is the pits. I’m cancelling prime as it’s a waste of money.,cancellation_request
1171332,"@AmazonHelp As per your request we have updated the email id to the account, now want  a solution to the issue,",account_access
1118047,"Product not delivered but still shows as delivered. 2 follows ups done 3 days, issue not sorted. Vbad delivery service @AmazonHelp",missing_delivered
1001043,"dear sir, order id:404-4313025-2413959 in India not solved refund issue since four months by amazon India,please......@115851",refund_request
1121762,"@AmazonHelp I'm still waiting for a response, I have received no further communication. Please don't wait until the order is cancelled from your end to tell me that you cannot help now that it's cancelled.",delivery_delay
1099841,@AmazonHelp u have worst delivery partners. All my orders delayed.,delivery_delay
1001077,@115821 this guy is tossing packages on 51st street btwn 1st/2nd ave,other_unclear
1008919,"@AmazonHelp..Order No..404-6800877-5877920
Item recieved broken. Please get it picked up from shipped address. No option on ur site.",damaged_item
1155105,I WAS LIKE UM IS TODAY THE 30TH? UHHH I KNOW I DID NOT PAY 3.99 TO HAVE IT EITHER TOMORROW OR THE DAY AFTER TOMORROW FOR IT TO ARRIVE OCT 31,delivery_delay
1031532,@115821 On top of the fact that you double charged my account last week!,refund_request
1002875,Hi @115850 is it possible to purchase Kindle book from  being Indian user?,other_unclear
1050778,@115821 my package says delivered but never got it. Where is my package !!!!,missing_delivered
1090503,@AmazonHelp hi I bought something the other day and it says it was delivered but I never got the item,missing_delivered
1003714,@AmazonHelp Attached is the error mesg for your reference,other_unclear
1167732,@AmazonHelp trying to place an order with amazon app. Not working. When I click “Buy Now” it flicks back to “Order Summary”. Any ideas?,technical_support
1005134,"@115851 Hello! My husband purchased a camera for my son on @115821 and we were charged twice for it. We called last night and the charge went from pending to processed... twice. How can we fix this, please? Thanks!",refund_request
1069882,"Hey @115821 - #AmazonLocker ""Razzle"" touchscreen broken, causing failed deliveries &amp; pickups. Pls stop allowing deliveries there 'til fixed.",damaged_item
1118002,I ordered Moto M on @115850  . They sent a defective piece. Now not giving replacement.  This happened twice. Fake festive offers,damaged_item
1122269,@AmazonHelp but y should I wait? At d time of booking delivery date is mentioned. You have to be proper for delivery date if it is delay.,delivery_delay
1004581,"@117086, te amo. compro o livro na quinta de noite e chega hoje já",other_unclear
